Investment,UK  P  308  Leads ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,IT  D  DS3 Orders (Private) ,IT  D  DS4 Orders (Private) ,DE  P  3008  Orders  ,IT  D  DS3 Orders ,DE  P  3008  Orders  ,IT  D  DS5 Leads ,UK  P  108  Leads ,IT  D  DS3 Orders ,UK  C  C4P+GC4P  Leads ,IT  D  DS4 Orders ,IT  D  DS4 Orders ,DE  D  DS5  Orders  ,DE  P  207208  Leads  ,UK  P  2008  Leads ,DE  D  DS3  Orders  ,DE  P  3008  Orders  ,DE  D  DS4  Leads  ,DE  D  DS5  Orders  ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,DE  D  Orders  ,UK  C  BRAND  Orders  ,UK  C  C1  Orders ,UK  P  2008  Orders ,DE  P  207208  Orders  ,DE  D  DS3  Orders  ,UK  P  2008  Leads ,DE  P  2008  Orders  ,DE  P  2008  Orders  ,DE  C  C1  Orders  ,IT  D  DS3 Orders ,DE  C  C4P GC4P  Orders  ,UK  D  DS5  Leads ,DE  P  2008  Orders  ,DE  D  DS4  Leads  ,UK  P  308  Leads ,DE  C  C1  Orders  ,DE  P  207208  Orders  ,UK  P  308  Orders ,UK  C  C4P+GC4P  Orders ,UK  P  208  Orders ,IT  D  DS4 Leads ,DE  P  308  Orders  ,DE  C  C1  Orders  ,UK  P  3008  Orders ,DE  P  308  Orders  ,DE  C  C1  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  108  Leads ,UK  P  2008  Leads ,UK  P  108  Orders ,IT  D  DS5 Leads ,UK  P  308  Leads ,UK  P  Brand  ,DE  D  DS3  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  2008  Orders ,UK  P  2008  Leads ,DE  P  Brand  ,DE  D  Orders  ,DE  C  C4P GC4P  Orders  ,DE  C  Orders  ,UK  P  208  Orders ,DE  D  DS4  Leads  ,UK  C  C4P+GC4P  Orders ,DE  P  308  Orders  ,UK  C  C1  Leads ,DE  P  308  Orders  ,UK  P  108  Leads ,UK  C  C1  Leads ,UK  C  C4P+GC4P  Leads ,UK  P  2008  Orders ,DE  D  Orders  ,UK  C  C4P+GC4P  Leads ,DE  P  2008  Orders  ,UK  P  208  Leads ,DE  C  C1  Leads  ,DE  P  207208  Orders  ,UK  P  3008  Orders ,DE  P  207208  Orders  ,DE  C  C4P GC4P  Leads  ,DE  C  Orders  ,UK  P  108  Orders ,UK  P  308  Orders ,DE  C  C1  Orders  ,DE  P  Brand  ,UK  C  C1  Orders ,UK  C  BRAND  Orders  ,UK  C  BRAND  Orders  ,UK  C  C4P+GC4P  Leads ,UK  C  BRAND  Orders  ,UK  P  3008  Orders ,DE  P  Brand  ,UK  P  Brand  ,DE  C  Orders  ,UK  C  C4P+GC4P  Orders ,DE  P  Brand  ,UK  C  BRAND  Orders  
1350000,,45.05511788,,73.69834168,73.69834168,,60.19873666,,,63.61873652,81.24383883,92.78860615,96.00408689,,,,,,,,,118.0451053,,,,,203.8723179,,,169.2669453,,,,,,,259.7974201,,,,288.8330266,335.4657801,257.0267042,369.35224,,,,,,,,,,410.7554816,490.0218582,,606.6365731,,,567.5931533,,,,,,670.4541032,,,,671.7745889,,,,,,,,,,,,,,,,,,,,,,,,,,,3582.959544,,,,
1375000,,45.71302958,,74.72250889,74.72250889,,60.79538919,,,64.24928596,82.37286391,94.19175944,97.49411017,,,,,,,,,119.5661942,,,,,207.0365009,,,170.9904735,,,,,,,263.1450809,,,,292.5548303,340.1276632,259.4213339,375.0847401,,,,,,,,,,415.4068768,496.3361124,,615.4949076,,,574.6018785,,,,,,679.7712343,,,,680.4308467,,,,,,,,,,,,,,,,,,,,,,,,,,,3637.141212,,,,
1400000,,46.36548147,,75.73648547,75.73648547,,61.37974004,,,64.86683485,83.490655,95.58492591,98.97484985,,,,,,,,,121.0683879,,,,,210.1809695,,,172.6798736,,,,,,,266.4511564,,,,296.230401,344.7431598,261.762154,380.7815238,,,,,,,,,,419.9813912,502.5719297,,624.2797293,,,581.5139331,,,,,,688.9956584,,,,688.9795747,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.937247,,,,
1425000,,47.01251885,,76.74037281,76.74037281,,61.95204285,,,65.47165122,84.59732389,96.96817664,100.4463638,,,,,,,,,122.5519209,,,,,213.3058464,,,174.3358213,,,,,,,269.7161631,,,,299.860313,349.3127314,264.0503736,386.4428136,,,,,,,,,,424.4802956,508.7302844,,632.9916483,,,588.3306505,,,,,,698.1282979,,,,697.4221088,,,,,,,,,,,,,,,,,,,,,,,,,,,3744.350393,,,,
1450000,,47.65418666,,77.73427131,77.73427131,,62.51254603,,,66.06399761,85.69298123,98.34158222,101.9087094,,,,,,,,,124.0170253,,,,,216.4112537,,,175.958979,,,,,,,272.9406113,,,,303.4451336,353.8368351,266.2871747,392.0688308,,,,,,,,,,428.9048396,514.8121388,,641.6312697,,,595.0533458,,,,,,707.1700661,,,,705.759768,,,,,,,,,,,,,,,,,,,,,,,,,,,3797.383377,,,,
1475000,,48.29052945,,78.71828035,78.71828035,,63.06149285,,,66.6441311,86.7777366,99.70521271,103.3619439,,,,,,,,,125.4639298,,,,,219.4973127,,,177.5499961,,,,,,,276.1250047,,,,306.9854227,358.3159231,268.4737128,397.6597949,,,,,,,,,,433.2562523,520.8184432,,650.1991933,,,601.6833157,,,,,,716.1218673,,,,713.9938551,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.038903,,,,
1500000,,48.92159142,,79.69249834,79.69249834,,63.59912159,,,67.2123035,87.85169848,101.0591377,104.806124,,,,,,,,,126.8928605,,,,,222.5641441,,,179.1095089,,,,,,,279.269841,,,,310.4817337,362.7504435,270.6111173,403.2159245,,,,,,,,,,437.5357425,526.7501361,,658.6960143,,,608.2218392,,,,,,724.9845965,,,,722.1256567,,,,,,,,,,,,,,,,,,,,,,,,,,,3902.319658,,,,
1525000,,49.54741639,,80.6570227,80.6570227,,64.1256656,,,67.76876143,88.91497425,102.4034262,106.2413061,,,,,,,,,128.3040409,,,,,225.6118675,,,180.6381413,,,,,,,282.3756115,,,,313.9346129,367.1408396,272.7004923,408.7374366,,,,,,,,,,441.7444989,532.6081443,,667.1223227,,,614.6701776,,,,,,733.7591401,,,,730.1564435,,,,,,,,,,,,,,,,,,,,,,,,,,,3954.22831,,,,
1550000,,50.16804782,,81.61194988,81.61194988,,64.64135341,,,68.31374641,89.96767026,103.7381469,107.6675463,,,,,,,,,129.6976912,,,,,228.640602,,,182.1365048,,,,,,,285.4428014,,,,317.3445996,371.4875506,274.742917,414.2245469,,,,,,,,,,445.8836908,538.3933832,,675.4787036,,,621.0295749,,,,,,742.4463756,,,,738.0874703,,,,,,,,,,,,,,,,,,,,,,,,,,,4005.767507,,,,
1575000,,50.78352882,,82.55737537,82.55737537,,65.14640887,,,68.84749499,91.00989176,105.0633679,109.0849003,,,,,,,,,131.0740293,,,,,231.650466,,,183.6051986,,,,,,,288.4718902,,,,320.7122269,375.7910111,276.7394465,419.6774697,,,,,,,,,,449.9544678,544.1067567,,683.7657373,,,627.3012577,,,,,,751.0471716,,,,745.9199762,,,,,,,,,,,,,,,,,,,,,,,,,,,4056.939878,,,,
1600000,,51.39390212,,83.49339373,83.49339373,,65.64105119,,,69.37023884,92.04174299,106.3791567,110.4934234,,,,,,,,,132.4332703,,,,,234.641577,,,185.0448104,,,,,,,291.463351,,,,324.0380208,380.0516514,278.691112,425.0964179,,,,,,,,,,453.9579607,549.7491575,,691.9839993,,,633.4864359,,,,,,759.5623882,,,,753.6551852,,,,,,,,,,,,,,,,,,,,,,,,,,,4107.748035,,,,
1625000,,51.99921011,,84.42009854,84.42009854,,66.12549506,,,69.88220485,93.06332712,107.6855805,111.8931708,,,,,,,,,133.7756266,,,,,237.6140519,,,186.455916,,,,,,,294.4176512,,,,327.322501,384.2698977,280.5989218,430.4816034,,,,,,,,,,457.8952818,555.3214673,,700.1340605,,,639.5863027,,,,,,767.9928771,,,,761.2943059,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.19457,,,,
1650000,,52.59949482,,85.33758249,85.33758249,,66.59995076,,,70.38361524,94.07474633,108.9827059,113.284197,,,,,,,,,135.1013078,,,,,240.5680067,,,187.8390798,,,,,,,297.3352526,,,,330.5661807,388.4461717,282.4638613,435.8332364,,,,,,,,,,461.7675247,560.8245567,,708.2164866,,,645.6020347,,,,,,776.3394811,,,,768.8385319,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.282055,,,,
1675000,,53.19479795,,86.24593732,86.24593732,,67.06462421,,,70.87468764,95.07610174,110.2705992,114.6665563,,,,,,,,,136.4105211,,,,,243.5035569,,,189.1948551,,,,,,,300.2166109,,,,333.7695669,392.5808911,284.2868938,441.1515261,,,,,,,,,,465.575765,566.2592857,,716.231839,,,651.5347925,,,,,,784.6030351,,,,776.2890421,,,,,,,,,,,,,,,,,,,,,,,,,,,4258.013048,,,,
1700000,,53.78516083,,87.14525387,87.14525387,,67.51971711,,,71.3556352,96.06749351,111.549326,116.0403029,,,,,,,,,137.7034712,,,,,246.4208171,,,190.5237842,,,,,,,303.0621765,,,,336.9331599,396.6744693,286.068961,446.43668,,,,,,,,,,469.3210606,571.6265034,,724.1806744,,,657.3857204,,,,,,792.7843653,,,,783.6470005,,,,,,,,,,,,,,,,,,,,,,,,,,,4307.390085,,,,
1725000,,54.37062446,,88.03562207,88.03562207,,67.96542699,,,71.82666666,97.04902076,112.8189516,117.4054904,,,,,,,,,138.9803599,,,,,249.3199013,,,191.8263988,,,,,,,305.8723938,,,,340.0574541,400.7273158,287.8109835,451.6889048,,,,,,,,,,473.004452,576.9270484,,732.0635447,,,663.1559472,,,,,,800.88429,,,,790.9135569,,,,,,,,,,,,,,,,,,,,,,,,,,,4356.415686,,,,
1750000,,54.9512295,,88.91713096,88.91713096,,68.4019473,,,72.28798649,98.02078165,114.0795407,118.762172,,,,,,,,,140.2413869,,,,,252.2009227,,,193.10322,,,,,,,308.6477021,,,,343.1429377,404.7398357,289.5138611,456.9084056,,,,,,,,,,476.6269622,582.161749,,739.8809974,,,668.8465858,,,,,,808.903619,,,,798.0898466,,,,,,,,,,,,,,,,,,,,,,,,,,,4405.092351,,,,
1775000,,55.52701627,,89.78986869,89.78986869,,68.82946752,,,72.73979491,98.98287335,115.3311578,120.1104009,,,,,,,,,141.4867491,,,,,255.0639939,,,194.3547583,,,,,,,311.3885349,,,,346.1900929,408.7124305,291.1784734,462.0953861,,,,,,,,,,480.1895976,587.3314231,,747.6335754,,,674.4587342,,,,,,816.8431544,,,,805.1769911,,,,,,,,,,,,,,,,,,,,,,,,,,,4453.422565,,,,
1800000,,56.09802476,,90.65392253,90.65392253,,69.2481732,,,73.18228802,99.93539209,116.5738665,121.4502295,,,,,,,,,142.7166413,,,,,257.9092266,,,195.5815145,,,,,,,314.0953206,,,,349.1993956,412.6454972,292.8056803,467.2500492,,,,,,,,,,483.6933479,592.4368785,,755.3218169,,,679.9934749,,,,,,824.7036901,,,,812.1760976,,,,,,,,,,,,,,,,,,,,,,,,,,,4501.408793,,,,
1825000,,56.66429461,,91.5093789,91.5093789,,69.65824608,,,73.61565789,100.8784331,117.8077304,122.7817104,,,,,,,,,143.9312554,,,,,260.7367322,,,196.7839794,,,,,,,316.768482,,,,352.1713162,416.5394293,294.3963222,472.3725961,,,,,,,,,,487.1391862,597.4789129,,762.946256,,,685.4518755,,,,,,832.4860121,,,,819.0882599,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.053483,,,,
1850000,,57.22586515,,92.35632333,92.35632333,,70.05986416,,,74.04009262,101.8120907,119.0328124,124.1048954,,,,,,,,,145.1307814,,,,,263.5466209,,,197.9626338,,,,,,,319.4084369,,,,355.106319,420.3946161,295.951221,477.4632269,,,,,,,,,,490.5280698,602.4583142,,770.5074221,,,690.834989,,,,,,840.1908988,,,,825.9145579,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.359067,,,,
1875000,,57.78277539,,93.19484052,93.19484052,,70.45320175,,,74.45577643,102.7364583,120.249175,125.4198364,,,,,,,,,146.3154066,,,,,266.3390026,,,199.1179493,,,,,,,322.0155977,,,,358.0048627,424.2114431,297.4711796,482.5221405,,,,,,,,,,493.8609401,607.3758603,,778.0058403,,,696.1438539,,,,,,847.8191205,,,,832.6560582,,,,,,,,,,,,,,,,,,,,,,,,,,,4643.327957,,,,
1900000,,58.33506398,,94.02501433,94.02501433,,70.83842957,,,74.86288975,103.6516282,121.4568802,126.7265845,,,,,,,,,147.4853162,,,,,269.1139864,,,200.2503881,,,,,,,324.5903719,,,,360.8674,427.9902921,298.9569834,487.5495344,,,,,,,,,,497.138723,612.2323197,,785.4420313,,,701.3794943,,,,,,855.3714402,,,,839.3138143,,,,,,,,,,,,,,,,,,,,,,,,,,,4689.962551,,,,
1925000,,58.8827693,,94.84692777,94.84692777,,71.21571484,,,75.26160928,104.557692,122.6559897,128.025191,,,,,,,,,148.6406929,,,,,271.8716806,,,201.360403,,,,,,,327.1331617,,,,363.6943783,431.7315409,300.4093997,492.5456052,,,,,,,,,,500.3623288,617.0284512,,792.8165116,,,706.54292,,,,,,862.848613,,,,845.8888664,,,,,,,,,,,,,,,,,,,,,,,,,,,4736.265227,,,,
1950000,,59.42592937,,95.66066304,95.66066304,,71.5852213,,,75.65210808,105.4547404,123.8465646,129.3157065,,,,,,,,,149.7817173,,,,,274.6121929,,,202.4484382,,,,,,,329.6443644,,,,366.4862394,435.4355637,301.8291789,497.5105479,,,,,,,,,,503.5326531,621.7650042,,800.1297932,,,711.6351273,,,,,,870.2513868,,,,852.3822419,,,,,,,,,,,,,,,,,,,,,,,,,,,4782.238349,,,,
1975000,,59.96458192,,96.4663015,96.4663015,,71.94710935,,,76.03455565,106.342863,125.0286658,130.5981814,,,,,,,,,150.9085676,,,,,277.3356305,,,203.5149288,,,,,,,332.1243725,,,,369.2434193,439.1027308,303.2170542,502.4445564,,,,,,,,,,506.6505766,626.4427187,,807.382384,,,716.6570983,,,,,,877.5805017,,,,858.7949554,,,,,,,,,,,,,,,,,,,,,,,,,,,4827.884261,,,,
2000000,,60.49876434,,97.26392373,97.26392373,,72.30153606,,,76.40911799,107.2221486,126.2023534,131.8726659,,,,,,,,,152.02142,,,,,280.0420996,,,204.5603015,,,,,,,334.5735735,,,,371.9663491,442.733409,304.5737427,507.3478236,,,,,,,,,,509.7169653,631.0623258,,814.5747877,,,721.6098018,,,,,,884.8366906,,,,865.1280089,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.205292,,,,
2025000,,61.02851374,,98.05360948,98.05360948,,,,,,108.0926852,127.3676874,133.1392097,,,,,,,,,,,,,,282.7317061,,,,,,,,,,,,,,,446.3279614,,512.2205409,,,,,,,,,,,,,821.7075037,,,,,,,,,892.0206793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4918.203755,,,,
2050000,,61.55386691,,98.83543773,98.83543773,,,,,,108.9545598,128.5247273,134.3978622,,,,,,,,,,,,,,285.4045549,,,,,,,,,,,,,,,449.8867473,,517.0628987,,,,,,,,,,,,,828.7810274,,,,,,,,,899.1331861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962.881946,,,,
2075000,,62.07486032,,99.60948666,99.60948666,,,,,,109.8078586,129.673532,135.6486727,,,,,,,,,,,,,,288.0607506,,,,,,,,,,,,,,,453.4101228,,521.8750862,,,,,,,,,,,,,835.79585,,,,,,,,,906.1749223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.242144,,,,
2100000,,62.59153017,,100.3758337,100.3758337,,,,,,110.6526669,130.8141603,136.89169,,,,,,,,,,,,,,290.7003968,,,,,,,,,,,,,,,456.8984401,,526.6572913,,,,,,,,,,,,,842.7524587,,,,,,,,,913.1465921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5051.286612,,,,
2125000,,63.10391232,,101.1345554,101.1345554,,,,,,111.4890693,131.9466702,138.1269627,,,,,,,,,,,,,,293.3235966,,,,,,,,,,,,,,,460.352048,,531.4097008,,,,,,,,,,,,,849.6513365,,,,,,,,,920.0488925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.017598,,,,
2150000,,63.61204236,,101.8857277,101.8857277,,,,,,112.3171493,133.0711196,139.354539,,,,,,,,,,,,,,295.9304526,,,,,,,,,,,,,,,463.771292,,536.1325003,,,,,,,,,,,,,856.4929625,,,,,,,,,926.882514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138.437332,,,,
2175000,,64.11595558,,102.6294258,102.6294258,,,,,,113.1369897,134.1875658,140.5744669,,,,,,,,,,,,,,298.5210665,,,,,,,,,,,,,,,467.1565139,,540.8258744,,,,,,,,,,,,,863.2778118,,,,,,,,,933.6481397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181.548031,,,,
2200000,,64.61568697,,103.3657239,103.3657239,,,,,,113.9486727,135.2960658,141.786794,,,,,,,,,,,,,,301.0955396,,,,,,,,,,,,,,,470.5080523,,545.4900065,,,,,,,,,,,,,870.0063557,,,,,,,,,940.3464464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224.351893,,,,
2225000,,65.11127123,,104.0946957,104.0946957,,,,,,114.7522792,136.3966762,142.9915677,,,,,,,,,,,,,,303.6539725,,,,,,,,,,,,,,,473.8262423,,550.1250785,,,,,,,,,,,,,876.6790614,,,,,,,,,946.9781038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.851103,,,,
2250000,,65.60274279,,104.8164141,104.8164141,,,,,,115.5478897,137.489453,144.1888351,,,,,,,,,,,,,,306.1964649,,,,,,,,,,,,,,,477.1114158,,554.7312718,,,,,,,,,,,,,883.2963922,,,,,,,,,953.5437751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309.047828,,,,
2275000,,66.09013577,,105.5309514,105.5309514,,,,,,116.3355838,138.5744522,145.3786428,,,,,,,,,,,,,,308.7231164,,,,,,,,,,,,,,,480.3639013,,559.3087661,,,,,,,,,,,,,889.8588078,,,,,,,,,960.0441169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.944222,,,,
2300000,,66.57348401,,106.2383788,106.2383788,,,,,,117.1154402,139.6517289,146.5610375,,,,,,,,,,,,,,311.2340255,,,,,,,,,,,,,,,483.584024,,563.8577403,,,,,,,,,,,,,896.3667638,,,,,,,,,966.4797792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392.542423,,,,
2325000,,67.05282109,,106.9387672,106.9387672,,,,,,117.8875369,140.7213383,147.7360652,,,,,,,,,,,,,,313.7292904,,,,,,,,,,,,,,,486.7721059,,568.378372,,,,,,,,,,,,,902.8207121,,,,,,,,,972.8514056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.844552,,,,
2350000,,67.5281803,,107.6321867,107.6321867,,,,,,118.651951,141.7833348,148.9037719,,,,,,,,,,,,,,316.2090085,,,,,,,,,,,,,,,489.9284659,,572.8708379,,,,,,,,,,,,,909.221101,,,,,,,,,979.1596332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5474.852717,,,,
2375000,,67.99959463,,108.3187065,108.3187065,,,,,,119.4087592,142.8377726,150.0642032,,,,,,,,,,,,,,318.6732767,,,,,,,,,,,,,,,493.0534196,,577.3353135,,,,,,,,,,,,,915.568375,,,,,,,,,985.405093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.56901,,,,
2400000,,68.46709684,,108.9983953,108.9983953,,,,,,120.158037,143.8847056,151.2174044,,,,,,,,,,,,,,321.1221913,,,,,,,,,,,,,,,496.1472795,,581.7719731,,,,,,,,,,,,,921.8629748,,,,,,,,,991.5884093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5555.995509,,,,
2425000,,68.93071938,,109.6713211,109.6713211,,,,,,120.8998593,144.9241871,152.3634206,,,,,,,,,,,,,,323.5558479,,,,,,,,,,,,,,,499.2103549,,586.1809901,,,,,,,,,,,,,928.1053376,,,,,,,,,997.7102007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596.134275,,,,
2450000,,69.39049445,,110.3375512,110.3375512,,,,,,121.6343004,145.9562702,153.5022966,,,,,,,,,,,,,,325.9743415,,,,,,,,,,,,,,,502.2429523,,590.5625366,,,,,,,,,,,,,934.2958968,,,,,,,,,1003.771079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635.987358,,,,
2475000,,69.84645399,,110.9971522,110.9971522,,,,,,122.3614337,146.9810075,154.6340767,,,,,,,,,,,,,,328.3777667,,,,,,,,,,,,,,,505.2453748,,594.9167839,,,,,,,,,,,,,940.4350824,,,,,,,,,1009.771651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675.556791,,,,
2500000,,70.29862965,,111.6501901,111.6501901,,,,,,123.0813318,147.9984514,155.7588053,,,,,,,,,,,,,,330.7662174,,,,,,,,,,,,,,,508.2179227,,599.243902,,,,,,,,,,,,,946.5233207,,,,,,,,,1015.712516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5714.844591,,,,
2525000,,70.74705284,,112.2967301,112.2967301,,,,,,123.7940669,149.0086537,156.8765262,,,,,,,,,,,,,,333.1397867,,,,,,,,,,,,,,,511.1608932,,603.5440599,,,,,,,,,,,,,952.5610344,,,,,,,,,1021.594268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753.852764,,,,
2550000,,71.19175469,,112.9368369,112.9368369,,,,,,124.4997101,150.011666,157.9872832,,,,,,,,,,,,,,335.4985676,,,,,,,,,,,,,,,514.0745807,,607.8174257,,,,,,,,,,,,,958.548643,,,,,,,,,1027.417497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792.5833,,,,
2575000,,71.63276609,,113.5705746,113.5705746,,,,,,125.1983321,151.0075395,159.0911196,,,,,,,,,,,,,,337.842652,,,,,,,,,,,,,,,516.9592766,,612.0641662,,,,,,,,,,,,,964.4865621,,,,,,,,,1033.182783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.038175,,,,
2600000,,72.07011767,,114.1980064,114.1980064,,,,,,125.8900027,151.9963249,160.1880786,,,,,,,,,,,,,,340.1721316,,,,,,,,,,,,,,,519.8152692,,616.2844474,,,,,,,,,,,,,970.3752042,,,,,,,,,1038.890703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5869.219352,,,,
2625000,,72.5038398,,114.8191952,114.8191952,,,,,,126.574791,152.9780727,161.2782029,,,,,,,,,,,,,,342.4870973,,,,,,,,,,,,,,,522.6428442,,620.478434,,,,,,,,,,,,,976.2149782,,,,,,,,,1044.541829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907.128777,,,,
2650000,,72.93396259,,115.4342031,115.4342031,,,,,,127.2527656,153.952833,162.3615352,,,,,,,,,,,,,,344.7876397,,,,,,,,,,,,,,,525.4422844,,624.64629,,,,,,,,,,,,,982.0062895,,,,,,,,,1050.136725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.768385,,,,
2675000,,73.36051592,,116.0430916,116.0430916,,,,,,127.9239942,154.9206556,163.4381177,,,,,,,,,,,,,,347.0738484,,,,,,,,,,,,,,,528.2138697,,628.7881782,,,,,,,,,,,,,987.7495405,,,,,,,,,1055.675951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.140097,,,,
2700000,,73.78352941,,116.6459215,116.6459215,,,,,,128.5885439,155.8815897,164.5079927,,,,,,,,,,,,,,349.345813,,,,,,,,,,,,,,,530.9578773,,632.9042602,,,,,,,,,,,,,993.44513,,,,,,,,,1061.16006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6019.245819,,,,
2725000,,74.20303244,,117.2427531,117.2427531,,,,,,129.2464813,156.8356845,165.5712017,,,,,,,,,,,,,,351.603622,,,,,,,,,,,,,,,533.6745815,,636.994697,,,,,,,,,,,,,999.0934534,,,,,,,,,1066.589602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6056.087444,,,,
2750000,,74.61905413,,117.8336462,117.8336462,,,,,,129.8978721,157.7829887,166.6277864,,,,,,,,,,,,,,353.8473637,,,,,,,,,,,,,,,536.364254,,641.0596482,,,,,,,,,,,,,1004.694903,,,,,,,,,1071.965119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6092.666853,,,,
2775000,,75.03162338,,118.4186598,118.4186598,,,,,,130.5427815,158.7235504,167.6777881,,,,,,,,,,,,,,356.0771258,,,,,,,,,,,,,,,539.0271639,,645.0992728,,,,,,,,,,,,,1010.249868,,,,,,,,,1077.287149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6128.985911,,,,
2800000,,75.44076883,,118.9978524,118.9978524,,,,,,131.1812739,159.6574178,168.7212477,,,,,,,,,,,,,,358.2929953,,,,,,,,,,,,,,,541.6635774,,649.1137284,,,,,,,,,,,,,1015.758734,,,,,,,,,1082.556223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6165.046472,,,,
2825000,,75.84651891,,119.571282,119.571282,,,,,,131.8134132,160.5846385,169.7582061,,,,,,,,,,,,,,360.4950589,,,,,,,,,,,,,,,544.2737581,,653.1031719,,,,,,,,,,,,,1021.221883,,,,,,,,,1087.77287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.850375,,,,
2850000,,76.24890179,,120.1390058,120.1390058,,,,,,132.4392626,161.5052598,170.7887036,,,,,,,,,,,,,,362.6834024,,,,,,,,,,,,,,,546.8579671,,657.0677592,,,,,,,,,,,,,1026.639695,,,,,,,,,1092.93761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236.399447,,,,
2875000,,76.64794541,,120.7010807,120.7010807,,,,,,133.0588847,162.4193287,171.8127806,,,,,,,,,,,,,,364.8581115,,,,,,,,,,,,,,,549.4164628,,661.007645,,,,,,,,,,,,,1032.012547,,,,,,,,,1098.05096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6271.695502,,,,
2900000,,77.04367748,,121.2575628,121.2575628,,,,,,133.6723414,163.3268917,172.8304771,,,,,,,,,,,,,,367.019271,,,,,,,,,,,,,,,551.949501,,664.9229834,,,,,,,,,,,,,1037.34081,,,,,,,,,1103.113431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306.74034,,,,
2925000,,77.43612549,,121.8085079,121.8085079,,,,,,134.2796942,164.2279953,173.8418329,,,,,,,,,,,,,,369.1669654,,,,,,,,,,,,,,,554.4573351,,668.8139272,,,,,,,,,,,,,1042.624856,,,,,,,,,1108.12553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6341.53575,,,,
2950000,,77.82531669,,122.353971,122.353971,,,,,,134.8810037,165.1226853,174.8468874,,,,,,,,,,,,,,371.3012785,,,,,,,,,,,,,,,556.9402158,,672.6806285,,,,,,,,,,,,,1047.865052,,,,,,,,,1113.087758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.083507,,,,
2975000,,78.2112781,,122.8940066,122.8940066,,,,,,135.4763301,166.0110075,175.8456798,,,,,,,,,,,,,,373.4222938,,,,,,,,,,,,,,,559.3983915,,676.5232382,,,,,,,,,,,,,1053.06176,,,,,,,,,1118.00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410.385373,,,,
3000000,,78.59403654,,123.4286687,123.4286687,,,,,,136.0657328,166.8930071,176.8382493,,,,,,,,,,,,,,375.5300941,,,,,,,,,,,,,,,561.8321078,,680.3419065,,,,,,,,,,,,,1058.215342,,,,,,,,,1122.864579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444.443099,,,,
